cid,cid,cmpdname,predicted_proba,predicted_proba2,min_energy
21068165,21068165,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-cyclopropylacetamide",0.59650833021384,0.59650833021384,-11.057
67037354,67037354,"[2-Chloro-4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(1,4-oxazepan-4-yl)methanone",0.8360655737704918,0.8360655737704918,-11.056
91321076,91321076,"3-[[7-(Benzylamino)-3-[1-[2-[[7-(benzylamino)-3-[1-[2-[[7-(benzylamino)-3-propan-2-ylpyrazolo[1,5-a]pyrimidin-5-yl]amino]-3,4-dihydroxybutoxy]ethyl]pyrazolo[1,5-a]pyrimidin-5-yl]amino]-3,4-dihydroxybutoxy]ethyl]pyrazolo[1,5-a]pyrimidin-5-yl]amino]butane-1,2,4-triol",0.8852459016393442,0.8852459016393442,-11.051
11295481,11295481,"1-[3-[4-[(2,3-dihydroxypropylamino)methyl]phenyl]-4-oxo-1H-indeno[1,2-c]pyrazol-5-yl]-3-morpholin-4-ylurea",0.5415163664264023,0.5415163664264023,-11.05
21065826,21065826,"1-[4-[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-(2-phenylethyl)urea",0.5291694239995184,0.5291694239995184,-11.049
143160823,143160823,"methyl 2-[4-[5-(morpholin-4-ylcarbamoylamino)-4-oxo-1H-indeno[1,2-c]pyrazol-3-yl]phenoxy]acetate",0.5251614186353932,0.5251614186353932,-11.046
9823288,9823288,"(3Z)-5-fluoro-4-[2-(4-hydroxypiperidin-4-yl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-2,3-dihydro-1H-indol-2-one hydrochloride",0.541098782969248,0.541098782969248,-11.046
23541189,23541189,"3-bromo-5-(2-chlorophenyl)-N-pyridin-3-ylpyrazolo[1,5-a]pyrimidin-7-amine",0.5129144011586777,0.5129144011586777,-11.046
59603830,59603830,"N-[(1S,2S)-2-aminocyclohexyl]-4-[6-(1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5245901639344263,0.5245901639344263,-11.044
145986474,145986474,"1-Methyl-8-(4-methylanilino)-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",0.6357793410332844,0.6357793410332844,-11.044
72336773,72336773,"N-(2-aminocyclohexyl)-4-[6-(1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5245901639344263,0.5245901639344263,-11.044
59603876,59603876,"N-[(1R,2R)-2-aminocyclohexyl]-4-[6-(1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5245901639344263,0.5245901639344263,-11.044
59603910,59603910,"N-[(1R,2S)-2-aminocyclohexyl]-4-[6-(1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5245901639344263,0.5245901639344263,-11.044
59603952,59603952,"N-[(1S,2R)-2-aminocyclohexyl]-4-[6-(1H-pyrazol-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5245901639344263,0.5245901639344263,-11.044
67037330,67037330,[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-[2-(hydroxymethyl)piperidin-1-yl]methanone,0.8524590163934426,0.8524590163934426,-11.042
155555850,155555850,"4-(6-morpholin-4-ylpyrazolo[1,5-b]pyridazin-3-yl)-N-phenylpyrimidin-2-amine",0.5084298771705377,0.5084298771705377,-11.039
68689084,68689084,1-[2-Chloro-4-[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]-2-methoxyethanone,0.7049180327868853,0.7049180327868853,-11.035
68690469,68690469,2-{4-[4-((2S)-2-Hydroxypropionyl)piperazin-1-yl]3-methylanilino}-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)-5-fluoropyrimidine,0.7540983606557377,0.7540983606557377,-11.034
77539601,77539601,1-[4-[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-2-methylphenyl]piperazin-1-yl]-2-hydroxypropan-1-one,0.7540983606557377,0.7540983606557377,-11.034
21066932,21066932,"3-bromo-5-(2-chlorophenyl)-N-(3,3-diphenylpropyl)pyrazolo[1,5-a]pyrimidin-7-amine",0.5127759813765674,0.5127759813765674,-11.033
21067561,21067561,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-2-cyclopropylacetamide",0.5473539256918113,0.5473539256918113,-11.033
67037270,67037270,"(2,5-Dimethylpiperazin-1-yl)-[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone",0.8852459016393442,0.8852459016393442,-11.032
67037269,67037269,"[(2R,5S)-2,5-dimethylpiperazin-1-yl]-[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone",0.8852459016393442,0.8852459016393442,-11.032
67037268,67037268,"[(2S,5R)-2,5-dimethylpiperazin-1-yl]-[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone",0.8852459016393442,0.8852459016393442,-11.032
21068266,21068266,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-cyclopropylacetamide",0.6624254188757575,0.6624254188757575,-11.03
15940282,15940282,"(4-Methyl-1,4-diazepan-1-yl)-[4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone",0.819672131147541,0.819672131147541,-11.029
20820286,20820286,"4-[[5-Amino-1-(2,6-difluoro-3-propan-2-ylbenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",0.6950819672131148,0.6950819672131148,-11.028
89055751,89055751,"N-[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]hydroxylamine",0.662108024052467,0.662108024052467,-11.028
68789961,68789961,"2-[2-[(Z)-[5-(methylsulfamoyl)-2-oxo-1H-indol-3-ylidene]methyl]-4-oxo-1,5,6,7-tetrahydroindol-3-yl]propanoic acid",0.5088079772583329,0.5088079772583329,-11.025
21066935,21066935,"3-bromo-5-(2-chlorophenyl)-N-[(3-chlorophenyl)methyl]pyrazolo[1,5-a]pyrimidin-7-amine",0.6785014666754179,0.6785014666754179,-11.024
90645247,90645247,"N-[(1R)-1-(3-chloro-4-cyanophenyl)propyl]-2-(oxan-4-ylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidine-7-carboxamide",0.6021202436716494,0.6021202436716494,-11.023
67037043,67037043,[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-2-methylphenyl]-(4-methylpiperazin-1-yl)methanone,0.8688524590163934,0.8688524590163934,-11.022
16123452,16123452,5-fluoro-N-[3-methyl-4-(4-methylpiperazin-1-yl)sulfonylphenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,0.6557377049180327,0.6557377049180327,-11.022
123684531,123684531,"N-[1-(3-chloro-4-cyanophenyl)propyl]-2-(oxan-4-ylamino)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidine-7-carboxamide",0.6021202436716494,0.6021202436716494,-11.021
18473370,18473370,"2-N-(4-aminocyclohexyl)-9-cyclopentyl-6-N-(furan-2-ylmethyl)purine-2,6-diamine",0.5468930010505834,0.5468930010505834,-11.02
67037381,67037381,"(1,1-Dihydroxy-1,4-thiazinan-4-yl)-[4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone",0.8852459016393442,0.8852459016393442,-11.016
16665580,16665580,"4-[[4-(6,8-dimethyl-1-oxo-3,4-dihydro-2H-pyrrolo[1,2-a]pyrazin-7-yl)pyrimidin-2-yl]amino]-N-(2-methoxyethyl)benzenesulfonamide",0.50837588461883,0.50837588461883,-11.016
21067642,21067642,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-thiophen-2-ylacetamide",0.6453712632594021,0.6453712632594021,-11.015
60152328,60152328,"13-Anilino-3-methyl-3,4,12,14-tetrazatricyclo[8.4.0.02,6]tetradeca-1(14),2(6),4,10,12-pentaene-5-carboxamide",0.604792262457105,0.604792262457105,-11.01
68688564,68688564,[2-[4-[4-[[5-Chloro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]-2-oxoethyl] acetate,0.5901639344262295,0.5901639344262295,-11.008
135567089,135567089,"N-[(1S,2R)-2-aminocyclohexyl]-4-[6-(2-methyl-1H-pyrazol-2-ium-4-yl)pyrazolo[1,5-a]pyrimidin-3-yl]thiophene-2-carboxamide",0.5410093824105578,0.5410093824105578,-11.003
57444133,57444133,"8-(4-Acetamidoanilino)-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",0.5641555146430235,0.5641555146430235,-11.002
86278566,86278566,"N-[2-(4-Methoxypiperidin-1-Yl)pyrimidin-4-Yl]-1-(Propan-2-Yl)-2-(1h-Pyrazol-4-Yl)-1h-Pyrrolo[3,2-C]pyridin-6-Amine",0.6933242670158654,0.6933242670158654,-11.0
68687430,68687430,1-[4-[2-Methyl-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]ethanone,0.7336065573770492,0.7336065573770492,-11.0
73740319,73740319,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-(3-chlorophenyl)prop-2-enamide",0.5291694239995184,0.5291694239995184,-10.997
21067454,21067454,"(E)-N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-(3-chlorophenyl)prop-2-enamide",0.5291694239995184,0.5291694239995184,-10.997
67037047,67037047,"[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-[4-(2-hydroxyethyl)-1,4-diazepan-1-yl]methanone",0.8688524590163934,0.8688524590163934,-10.995
68686009,68686009,[2-[4-[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]-2-oxoethyl] acetate,0.819672131147541,0.819672131147541,-10.995
136415212,136415212,"8-(4-Hydroxyanilino)-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",0.6461618546944864,0.6461618546944864,-10.991
42634535,42634535,"2-[(2S)-1-[3-ethyl-2-fluoro-7-[(1-hydroxypyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]piperidin-2-yl]ethanol",0.5790649204838544,0.5790649204838544,-10.986
42634366,42634366,"2-[1-[3-Ethyl-2-fluoro-7-[(1-hydroxypyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]piperidin-2-yl]ethanol",0.5790649204838544,0.5790649204838544,-10.986
143441863,143441863,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-2-(2,3-dihydronaphthalen-2-yl)acetamide",0.5086776207208298,0.5086776207208298,-10.984
11328059,11328059,1-[4-[2-Fluoro-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]ethanone,0.7704918032786885,0.7704918032786885,-10.982
67036823,67036823,[4-[[4-(2-Methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(3-methylsulfonylpyrrolidin-1-yl)methanone,0.8032786885245902,0.8032786885245902,-10.978
67037050,67037050,"[2-Fluoro-4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(1,4-oxazepan-4-yl)methanone",0.8360655737704918,0.8360655737704918,-10.976
78161838,78161838,"8-propan-2-yl-N-[(2-pyrazol-1-ylphenyl)methyl]-2-pyrrolidin-3-yloxypyrazolo[1,5-a][1,3,5]triazin-4-amine",0.5245901639344263,0.5245901639344263,-10.973
71730492,71730492,"8-propan-2-yl-N-[(2-pyrazol-1-ylphenyl)methyl]-2-[(3R)-pyrrolidin-3-yl]oxypyrazolo[1,5-a][1,3,5]triazin-4-amine",0.5245901639344263,0.5245901639344263,-10.973
91800823,91800823,"6-[(4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-yl)amino]-3H-2-benzofuran-1-one",0.5309026026614343,0.5309026026614343,-10.972
60094071,60094071,4-[[6-(cyclopentylmethoxy)-7H-purin-2-yl]amino]benzenesulfonamide,0.5621641564264516,0.5621641564264516,-10.971
11856187,11856187,[5-[[5-chloro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]pyridin-2-yl]-[(3S)-3-(dimethylamino)pyrrolidin-1-yl]methanone,0.6010928961748634,0.6010928961748634,-10.971
67037223,67037223,[2-Chloro-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-methylpiperazin-1-yl)methanone,0.6557377049180327,0.6557377049180327,-10.971
68936510,68936510,"8-(4-Imidazol-1-ylanilino)-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",0.601209765107786,0.601209765107786,-10.97
67037927,67037927,[4-[[4-(3-cyclobutyl-2-methylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-[(3R)-3-(dimethylamino)pyrrolidin-1-yl]methanone,0.6334844785490059,0.6334844785490059,-10.968
67037603,67037603,[4-[[4-(3-cyclobutyl-2-methylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-[(3S)-3-(dimethylamino)pyrrolidin-1-yl]methanone,0.6334844785490059,0.6334844785490059,-10.968
21065813,21065813,"1-[4-[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-[(2-chlorophenyl)methyl]urea",0.56195630924542,0.56195630924542,-10.966
21068003,21068003,"N-[[3-(aminomethyl)phenyl]methyl]-3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-amine",0.662108024052467,0.662108024052467,-10.965
16113480,16113480,"[4-[[4-(2-Methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-propan-2-yl-1,4-diazepan-1-yl)methanone",0.8278688524590164,0.8278688524590164,-10.963
6539371,6539371,"Pyrazolo[1,5-b]pyridazine deriv. 29",0.7402938120526437,0.7402938120526437,-10.96
67037358,67037358,(4-Cyclopropylpiperazin-1-yl)-[4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone,0.7950819672131147,0.7950819672131147,-10.956
73740345,73740345,"N-[4-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-(3-chlorophenyl)prop-2-enamide",0.5291694239995184,0.5291694239995184,-10.955
21068068,21068068,"(E)-N-[4-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-(3-chlorophenyl)prop-2-enamide",0.5291694239995184,0.5291694239995184,-10.955
53875480,53875480,5-fluoro-4-[2-(1-hydroxycyclopentyl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylidene]-1H-indol-2-one,0.5738856682151496,0.5738856682151496,-10.955
18366123,18366123,"(Z)-1,3-Dihydro-5-fluoro-4-[(1-hydroxy-cyclopentyl)ethynyl]-3-[(3-methoxy-1H-pyrrol-2-yl)methylene]-2H-indol-2-one",0.5738856682151496,0.5738856682151496,-10.955
143090768,143090768,"N-[3-[[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethylamino]-hydroxymethyl]phenyl]carbamoyl chloride",0.5085447009157789,0.5085447009157789,-10.954
44611342,44611342,N-(2-amino-5-fluorophenyl)-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]benzamide,0.8360655737704918,0.8360655737704918,-10.951
11226994,11226994,"1-[3-[4-[[(1,3-dihydroxy-2-methylpropan-2-yl)amino]methyl]phenyl]-4-oxo-1H-indeno[1,2-c]pyrazol-5-yl]-3-morpholin-4-ylurea",0.5416877810633949,0.5416877810633949,-10.95
71167572,71167572,"tert-butyl N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]carbamate",0.5640647631380526,0.5640647631380526,-10.949
154486132,154486132,[(3S)-3-[cyclopropylmethyl(methyl)amino]pyrrolidin-1-yl]-[4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone,0.8114754098360656,0.8114754098360656,-10.947
21068215,21068215,"N-[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-4-methylpentanamide",0.514541117099086,0.514541117099086,-10.946
73740316,73740316,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-2-phenylethenesulfonamide",0.504579260065092,0.504579260065092,-10.942
69236223,69236223,5-[[4-[2-[3-(Trifluoromethyl)anilino]pyrimidin-4-yl]pyridin-2-yl]amino]pentan-1-ol,0.6564933041393745,0.6564933041393745,-10.941
21067711,21067711,"N-[[3-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-5-chloro-1,3-dimethylpyrazole-4-sulfonamide",0.5227637617573851,0.5227637617573851,-10.94
67037285,67037285,[4-[[4-(2-Methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-[4-(2-pyrrolidin-1-ylethyl)piperazin-1-yl]methanone,0.8032786885245902,0.8032786885245902,-10.937
67037227,67037227,"[2-Fluoro-4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-methyl-1,4-diazepan-1-yl)methanone",0.8852459016393442,0.8852459016393442,-10.936
21067768,21067768,"N-[3-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]propyl]-2,4-dichlorobenzenesulfonamide",0.5041289454367507,0.5041289454367507,-10.935
49798058,49798058,"1-(2-amino-2-oxoethyl)-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxamide",0.8694687360292214,0.8694687360292214,-10.933
44612009,44612009,"N-(2-amino-5-fluorophenyl)-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)-1,3,5-triazin-2-yl]amino]benzamide",0.6065573770491803,0.6065573770491803,-10.933
18001646,18001646,"2-N-(4-aminocyclohexyl)-6-N-(2-anilinoethyl)-9-cyclopentylpurine-2,6-diamine",0.5006400736501149,0.5006400736501149,-10.928
21068079,21068079,"N-[4-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]butyl]-3-chlorobenzamide",0.5127759813765674,0.5127759813765674,-10.924
16113483,16113483,"[4-[[5-Fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-propan-2-yl-1,4-diazepan-1-yl)methanone",0.9180327868852459,0.9180327868852459,-10.921
68686718,68686718,1-[4-[2-Chloro-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]piperazin-1-yl]ethanone,0.7377049180327869,0.7377049180327869,-10.921
145993390,145993390,"8-(4-Chloroanilino)-1-methyl-4,5-dihydropyrazolo[4,3-h]quinazoline-3-carboxamide",0.6298982896979499,0.6298982896979499,-10.92
58976607,58976607,"4-[[5-Amino-1-[6-(2-aminoethyl)-1,3-benzothiazol-2-yl]-1,2,4-triazol-3-yl]amino]benzenesulfonamide",0.506637934506787,0.506637934506787,-10.92
21067446,21067446,"(E)-N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-2-phenylethenesulfonamide",0.504579260065092,0.504579260065092,-10.915
58891284,58891284,4-[[5-bromo-4-[[(2R)-1-hydroxy-3-methylbutan-2-yl]amino]pyrimidin-2-yl]amino]-N-[(4-cyanocyclohexyl)methyl]benzenesulfonamide,0.5238467525487145,0.5238467525487145,-10.914
21065845,21065845,"1-[4-[[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]-3-butylurea",0.5801148875908892,0.5801148875908892,-10.912
21068320,21068320,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-4-methylpentanamide",0.5148844352692001,0.5148844352692001,-10.912
154486122,154486122,[(3S)-3-(dimethylamino)pyrrolidin-1-yl]-[2-methyl-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone,0.7459016393442623,0.7459016393442623,-10.911
154486120,154486120,[(3R)-3-(dimethylamino)pyrrolidin-1-yl]-[2-methyl-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone,0.7459016393442623,0.7459016393442623,-10.911
21066913,21066913,"3-bromo-5-(2-chlorophenyl)-N-[[1-(thiolan-3-yl)piperidin-3-yl]methyl]pyrazolo[1,5-a]pyrimidin-7-amine",0.5127453965955545,0.5127453965955545,-10.911
21067464,21067464,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-chlorobenzamide",0.5291694239995184,0.5291694239995184,-10.908
58938326,58938326,"4-[[5-[(4-aminocyclohexyl)amino]-3-methylsulfonylpyrazolo[1,5-a]pyrimidin-7-yl]amino]-N,N-dimethylbenzenesulfonamide",0.5245901639344263,0.5245901639344263,-10.908
67037394,67037394,"[4-[[5-Chloro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-propan-2-yl-1,4-diazepan-1-yl)methanone",0.7377049180327869,0.7377049180327869,-10.906
11773518,11773518,"[(1R,2S)-2-[[8-ethyl-4-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino]cyclopentyl]methanol",0.5116832850443379,0.5116832850443379,-10.905
44398306,44398306,"4-[[5-Methyl-1-(2,3,6-trifluorobenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",0.5717061323618701,0.5717061323618701,-10.901
135434974,135434974,"4-{2-[(3Z)-4-[(Z)-2-(4-hydroxyphenyl)ethenyl]-2-oxo-2,3-dihydro-1H-indol-3-ylidene]hydrazin-1-yl}benzene-1-sulfonamide",0.5738415542203978,0.5738415542203978,-10.897
16123678,16123678,5-fluoro-N-[4-(4-methylpiperazin-1-yl)sulfonylphenyl]-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine,0.6463700234192038,0.6463700234192038,-10.893
21066701,21066701,"3-bromo-5-(2-chlorophenyl)-N-[[1-(furan-2-ylmethyl)piperidin-3-yl]methyl]pyrazolo[1,5-a]pyrimidin-7-amine",0.5180453022196588,0.5180453022196588,-10.893
10157443,10157443,"4-[[5-Amino-1-(2,4-difluorobenzoyl)-1,2,4-triazol-3-yl]amino]benzenesulfonamide",0.5901639344262295,0.5901639344262295,-10.888
136360596,136360596,4-[[2-hydroxy-4-[(E)-2-methylbut-2-enyl]-1H-indol-3-yl]diazenyl]benzenesulfonamide,0.5055355432914359,0.5055355432914359,-10.888
67036878,67036878,[2-Methyl-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-morpholin-4-ylmethanone,0.7868852459016393,0.7868852459016393,-10.888
10179104,10179104,"N-[5-(1,1-dioxo-1,2-thiazolidin-2-yl)-1H-indazol-3-yl]-2-(4-methoxyphenyl)acetamide",0.5409836065573771,0.5409836065573771,-10.887
145951220,145951220,6-[[1-[4-(1-Methylpyrazol-4-yl)phenyl]sulfonylpiperidin-4-yl]amino]pyridine-3-carbonitrile,0.6394589017539837,0.6394589017539837,-10.885
136360650,136360650,4-[[2-hydroxy-4-[(Z)-2-methylbut-1-enyl]-1H-indol-3-yl]diazenyl]benzenesulfonamide,0.5164645050400699,0.5164645050400699,-10.885
21065775,21065775,"1-[2-[[3-Bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-3-(2-phenylethyl)urea",0.5291694239995184,0.5291694239995184,-10.885
67037640,67037640,[4-[[4-(2-Methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(8-oxa-3-azabicyclo[3.2.1]octan-3-yl)methanone,0.8524590163934426,0.8524590163934426,-10.882
136047516,136047516,"4-{N'-[4-(2-methyl-2-butenyl)-2-oxo-1,2-dihydro-indol-3-ylidene]-hydrazino}benzenesulfonamide",0.5055355432914359,0.5055355432914359,-10.881
71205244,71205244,"N-[[4-[[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]methyl]phenyl]methyl]-2-methylpropanamide",0.5148844352692001,0.5148844352692001,-10.881
71454943,71454943,3-[[4-(2-Morpholin-4-ylpyridin-4-yl)pyrimidin-2-yl]amino]benzonitrile,0.5288723602804186,0.5288723602804186,-10.88
67037568,67037568,[4-[[4-(2-Methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(4-propan-2-ylpiperazin-1-yl)methanone,0.8442622950819673,0.8442622950819673,-10.88
68685697,68685697,"N-[4-(2,6-dimethylmorpholin-4-yl)phenyl]-5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-amine",0.7868852459016393,0.7868852459016393,-10.879
67037541,67037541,"[2-Chloro-4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]-(1,4-oxazepan-4-yl)methanone",0.7704918032786885,0.7704918032786885,-10.878
21067428,21067428,"N-[2-[[3-bromo-5-(2-chlorophenyl)pyrazolo[1,5-a]pyrimidin-7-yl]amino]ethyl]-2-chlorobenzamide",0.513345156691516,0.513345156691516,-10.877
21948249,21948249,1-[2-[[4-[2-(3-Chloroanilino)pyrimidin-4-yl]pyridin-2-yl]amino]ethyl]-3-methylurea,0.5144881606471455,0.5144881606471455,-10.87
67037389,67037389,[4-(Dimethylamino)piperidin-1-yl]-[4-[[4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]phenyl]methanone,0.7868852459016393,0.7868852459016393,-10.869
11419215,11419215,2-{4-[4-(Acetyl)piperazin-1-yl]anilino}-4-(1-isopropyl-2-methyl-1H-imidazol-5-yl)-5-fluoropyrimidine,0.8360655737704918,0.8360655737704918,-10.868
